N,P,K,pH,temperature,humidity,rainfall,label,yield_kg_per_ha
0.53,129.03,197.66,6.96,3.26,68.82,140.19,apple,15707.95
20.28,32.63,38.63,5.79,26.8,73.1,78.61,mango,11610.08
33.92,57.89,34.31,7.31,31.73,68.98,135.44,blackgram,1023.62
41.97,61.19,73.11,7.07,25.43,24.89,60.55,chickpea,1315.88
19.88,10.41,15.21,6.95,12.84,74.7,197.68,orange,20790.55
49.0,56.89,77.19,6.02,29.72,42.57,31.96,chickpea,1279.56
37.88,55.44,72.29,6.54,17.4,38.3,37.39,chickpea,1324.61
0.52,19.06,7.52,6.56,26.09,67.0,80.52,orange,18447.37
102.51,40.53,54.87,6.78,27.45,84.32,150.82,rice,5066.46
58.01,68.52,49.88,6.1,30.72,71.6,184.46,papaya,42992.08
118.97,22.96,51.48,7.09,28.91,62.72,52.17,muskmelon,17050.66
99.65,67.19,45.55,6.07,37.4,38.03,54.52,pomegranate,17132.01
109.44,37.19,38.17,6.8,17.37,74.36,162.69,coffee,1155.89
29.28,78.13,30.74,5.54,32.21,67.4,123.54,pigeonpeas,1191.4
78.22,47.43,52.5,8.0,25.6,81.85,334.88,jute,3165.13
16.72,3.83,34.25,5.67,29.53,84.41,225.25,coconut,12281.14
86.63,54.76,43.81,6.69,28.72,84.5,230.24,jute,3092.71
32.1,50.19,40.06,5.51,22.67,53.02,194.61,grapes,18066.09
21.12,49.24,36.84,6.73,18.2,68.87,192.71,grapes,18895.8
113.7,55.77,39.83,6.12,17.45,62.19,113.02,wheat,4146.63
19.85,64.2,23.71,6.36,18.74,48.72,51.03,lentil,1667.61
81.97,46.36,40.75,7.43,32.22,93.11,285.09,jute,2998.65
13.22,18.43,16.3,6.2,14.97,78.39,111.71,orange,21287.43
39.15,71.51,87.75,7.19,27.37,25.57,54.7,chickpea,1393.17
39.22,20.58,44.5,6.02,28.43,52.21,177.97,mango,10731.68
32.91,51.21,44.47,6.38,13.92,67.56,67.11,grapes,15718.44
106.18,53.13,17.39,6.57,28.7,63.9,71.43,cotton,2537.43
85.0,50.09,54.9,6.45,32.77,78.1,260.19,rice,4975.75
0.49,132.24,202.85,6.48,19.08,79.06,183.89,apple,16949.29
18.33,43.0,46.79,6.91,15.13,55.18,63.28,grapes,16976.08
16.06,69.23,21.17,6.4,26.7,46.12,144.71,mungbean,1126.94
23.87,76.62,28.07,7.4,29.72,54.95,196.99,pigeonpeas,1336.69
18.13,143.04,202.8,5.53,8.46,64.83,125.02,apple,16194.24
23.02,50.79,31.33,5.7,26.0,74.28,142.66,grapes,16783.63
47.76,62.48,84.07,6.81,24.0,44.95,98.92,chickpea,1307.29
28.77,41.22,35.85,6.83,28.61,62.06,187.87,grapes,17934.67
41.37,62.5,21.89,6.87,22.02,55.53,155.29,blackgram,1116.06
8.25,6.98,47.6,5.94,35.77,94.23,225.14,coconut,11431.66
26.73,36.72,48.44,7.01,30.27,52.53,138.25,mango,11338.75
43.05,70.06,79.2,6.69,25.48,44.52,59.73,chickpea,1433.83
88.54,58.53,42.18,7.56,31.29,74.72,187.45,jute,3063.76
17.04,45.03,47.39,6.16,11.29,67.34,190.11,grapes,17981.63
107.99,55.85,54.44,7.06,19.16,47.69,79.91,wheat,3815.21
90.84,20.75,36.21,6.88,24.04,78.13,227.36,coffee,1273.71
58.58,61.39,51.16,6.81,26.39,73.8,259.67,papaya,45550.14
130.36,36.2,28.05,7.68,36.04,54.41,148.52,cotton,2547.58
22.4,59.0,18.69,7.07,19.74,52.83,50.07,lentil,1709.64
115.03,61.31,44.35,6.15,33.3,53.29,116.35,pomegranate,16013.14
37.12,67.45,24.96,7.19,34.41,55.41,136.3,blackgram,1116.28
29.78,43.09,30.14,6.47,23.56,77.06,81.64,grapes,15752.46
116.29,56.49,27.92,6.33,28.29,69.01,139.01,maize,6268.16
30.05,67.42,88.98,7.15,20.59,20.77,94.05,chickpea,1328.32
122.75,39.41,20.65,7.1,22.34,62.39,179.68,cotton,2897.64
27.74,67.33,30.21,6.28,12.67,41.82,49.7,lentil,1530.89
33.35,64.07,83.76,7.03,23.96,26.27,95.29,chickpea,1336.18
20.87,27.87,35.16,7.1,26.93,69.79,110.6,mango,10783.57
22.44,59.4,24.85,6.26,33.59,40.47,121.52,mungbean,1151.1
40.76,58.61,46.62,6.41,30.61,84.84,288.72,papaya,44088.69
4.68,10.15,16.99,6.92,12.32,68.1,162.46,orange,23023.37
15.14,49.63,18.72,5.0,33.24,39.76,69.45,mothbeans,834.38
123.01,51.86,51.89,6.26,21.47,49.01,128.28,wheat,3863.37
109.46,24.01,55.92,5.87,27.97,67.33,44.28,watermelon,32225.8
17.08,139.92,204.3,5.64,6.47,58.29,143.44,apple,18218.74
106.94,47.04,38.3,6.11,21.37,73.86,173.48,maize,5987.55
15.67,42.02,49.63,6.61,19.54,75.87,63.23,grapes,16724.82
32.41,55.7,76.96,7.13,20.27,43.55,47.83,chickpea,1266.3
80.62,51.44,44.72,7.19,32.02,90.31,233.21,jute,3176.88
46.99,66.72,28.78,6.76,34.07,58.43,125.51,blackgram,1095.15
113.16,52.14,50.67,6.14,39.71,49.29,134.31,pomegranate,16919.26
130.41,49.36,27.17,6.4,32.43,60.8,192.43,cotton,2629.21
84.06,39.15,44.1,6.23,17.56,74.1,217.6,coffee,1134.2
118.94,12.96,50.67,6.55,30.89,65.65,45.2,watermelon,29785.38
18.53,56.06,28.47,6.5,31.95,54.01,100.99,mungbean,1080.57
4.54,130.42,200.92,6.09,14.04,51.82,177.92,apple,17147.14
56.61,65.87,58.58,6.26,33.56,76.99,258.73,papaya,47388.02
80.95,35.42,44.33,6.2,18.76,86.17,256.3,coffee,1066.05
101.25,11.76,45.95,7.17,30.14,76.51,62.11,watermelon,30625.05
119.92,43.94,29.16,7.99,39.12,65.86,143.84,cotton,2755.79
107.59,25.22,29.76,6.9,16.08,81.72,215.91,coffee,1272.88
50.09,50.81,49.3,7.0,30.53,71.96,193.93,papaya,44833.11
101.9,51.67,42.81,6.39,12.55,63.83,69.54,wheat,3762.05
137.46,42.28,15.75,6.27,38.05,45.25,122.64,cotton,2528.59
111.34,52.01,27.67,6.34,24.19,61.02,92.68,cotton,2518.81
85.03,53.84,26.89,7.38,28.67,63.01,171.73,maize,6361.94
72.28,56.26,46.03,7.23,33.86,92.32,249.22,jute,3295.03
11.47,143.17,198.75,5.84,17.66,73.58,174.18,apple,18489.41
108.44,11.43,61.34,7.02,30.43,61.73,79.67,watermelon,29666.16
95.13,56.7,44.26,5.51,28.57,94.88,155.8,rice,5168.53
28.1,69.61,34.76,7.25,32.66,46.73,95.31,pigeonpeas,1265.27
106.63,28.71,55.24,6.04,31.55,67.2,47.76,watermelon,33089.57
97.26,40.33,65.49,7.41,35.23,45.19,96.22,pomegranate,16237.55
55.98,66.65,51.32,6.78,29.53,78.71,284.01,papaya,44099.35
0.09,140.77,209.35,5.87,0.22,72.6,177.01,apple,16035.3
23.65,63.36,29.87,7.12,29.9,41.99,128.95,mungbean,1158.47
115.82,42.8,16.93,6.16,23.45,41.83,64.64,cotton,2790.72
97.74,64.44,148.09,5.87,33.32,89.42,281.32,banana,38628.17
25.68,24.86,48.0,7.29,31.51,67.05,199.95,mango,11892.09
29.5,73.56,27.08,6.1,16.31,61.81,170.05,kidneybeans,1726.58
27.52,45.2,24.96,6.4,24.0,35.67,42.97,mothbeans,891.76
28.82,49.21,33.88,6.32,16.12,51.5,103.62,grapes,17696.0
28.09,41.09,47.85,6.13,15.52,77.69,110.14,grapes,17073.59
112.94,76.88,225.97,6.33,30.95,89.54,139.8,banana,31913.66
19.25,67.31,33.39,6.69,30.54,48.46,123.68,mungbean,1079.4
96.05,23.8,52.41,6.93,30.68,64.97,63.33,muskmelon,16627.45
26.91,37.32,38.63,6.5,24.35,59.74,189.98,grapes,17725.7
22.98,40.86,33.26,5.55,13.82,64.9,153.35,grapes,18352.67
95.21,28.97,62.82,6.98,32.17,64.61,79.24,watermelon,29670.28
119.76,38.41,19.38,6.9,39.74,61.3,192.28,cotton,2754.31
32.1,48.31,46.49,5.98,29.9,60.72,109.52,grapes,17132.56
97.0,46.87,28.58,6.29,23.12,53.45,151.83,maize,6633.2
35.22,36.49,36.42,7.45,32.6,68.21,181.65,mango,11373.17
12.32,4.86,45.44,6.29,31.67,66.83,124.84,coconut,12850.24
98.91,59.0,46.85,5.77,30.17,91.92,156.04,rice,4991.28
110.75,15.27,59.73,6.8,37.23,62.28,48.33,muskmelon,18110.0
107.68,62.77,186.19,6.41,28.34,79.17,277.02,banana,35821.8
18.19,13.49,13.86,6.43,18.7,75.66,194.09,orange,20947.88
92.38,20.89,55.81,6.07,29.47,71.9,50.48,watermelon,32050.25
93.82,45.59,62.62,7.33,28.23,46.52,63.16,pomegranate,15090.68
37.72,55.59,86.37,6.41,20.09,35.71,37.0,chickpea,1290.73
17.27,55.21,22.22,6.08,32.54,32.94,62.92,mothbeans,924.53
37.18,70.59,88.9,7.33,29.32,24.69,73.32,chickpea,1387.63
15.15,44.25,44.81,6.68,13.11,53.17,85.96,grapes,17590.36
98.97,26.08,42.69,6.57,26.91,78.31,242.14,coffee,1284.1
47.63,72.75,18.04,6.96,23.22,66.2,184.34,blackgram,952.17
86.86,56.96,50.49,6.46,29.71,85.01,323.02,jute,3214.75
29.76,69.92,27.55,6.14,19.37,54.05,75.54,lentil,1599.65
136.91,61.36,49.09,6.22,18.0,56.84,95.62,wheat,3998.9
27.95,67.96,34.21,6.2,15.85,44.26,58.5,lentil,1537.95
131.98,67.75,35.98,7.13,15.32,56.21,101.4,wheat,3798.56
33.43,58.07,81.74,7.01,26.14,42.31,47.27,chickpea,1342.86
39.66,20.56,30.63,6.12,34.97,74.34,85.41,mango,9747.0
5.21,8.5,33.01,5.57,35.53,73.12,217.75,coconut,12090.76
82.85,34.0,40.98,7.32,24.8,77.67,281.07,coffee,1106.31
16.59,50.42,32.23,6.01,20.99,65.94,185.04,grapes,16263.96
13.99,127.66,197.75,6.27,5.87,70.99,184.27,apple,17539.1
46.5,59.1,20.62,6.09,29.57,59.74,84.21,blackgram,1062.95
28.75,58.7,29.2,6.25,30.31,54.83,63.06,mungbean,1094.33
34.11,68.83,84.04,7.76,15.77,44.33,79.27,chickpea,1377.62
103.71,29.62,28.45,6.88,15.46,73.33,243.02,coffee,1411.67
108.18,54.93,67.89,7.17,35.86,59.56,109.04,pomegranate,18745.35
93.23,58.61,40.97,6.19,30.67,78.01,157.11,rice,4845.23
0.82,123.61,203.95,6.28,16.87,67.15,149.72,apple,15380.95
91.82,24.22,64.31,7.34,39.87,76.61,85.25,muskmelon,15893.5
93.96,65.82,146.38,5.98,25.73,81.24,143.78,banana,38121.75
24.92,60.3,32.18,7.02,13.21,38.96,20.8,lentil,1719.28
12.65,3.65,37.79,6.92,35.44,89.08,146.22,coconut,12945.1
125.54,46.82,27.68,6.11,35.26,46.31,62.85,cotton,2784.96
36.41,38.44,36.16,7.35,34.41,66.83,195.99,mango,11805.85
82.59,76.26,115.72,6.37,26.05,85.11,226.37,banana,34896.71
95.01,65.99,241.39,6.68,34.23,89.68,265.8,banana,36999.63
17.0,56.1,34.6,6.74,32.3,55.46,91.71,mungbean,1034.57
42.36,63.38,51.52,6.03,29.37,89.61,200.96,papaya,44581.15
16.67,55.81,28.23,7.03,29.03,41.81,93.61,mungbean,1093.42
92.05,48.41,44.96,7.42,37.27,36.96,93.64,pomegranate,16228.65
42.76,66.9,32.6,6.47,23.78,65.98,198.46,blackgram,1155.6
21.69,68.95,25.48,7.82,17.32,41.93,26.44,lentil,1620.19
48.04,56.22,86.77,7.02,25.53,42.17,70.39,chickpea,1273.76
23.23,23.4,45.13,5.63,27.71,74.43,131.87,mango,10530.19
15.48,62.73,32.99,5.77,16.7,57.31,142.82,kidneybeans,1705.06
104.84,42.4,61.55,7.09,33.24,57.33,131.11,pomegranate,17947.55
42.1,63.98,22.46,6.37,32.42,55.59,70.75,blackgram,1134.24
125.9,52.7,43.82,7.34,10.54,61.38,66.32,wheat,4136.62
40.75,61.37,76.43,7.03,23.13,20.34,97.16,chickpea,1423.66
16.05,71.45,33.71,6.29,39.4,50.52,79.26,pigeonpeas,1243.13
124.84,58.27,44.4,6.44,16.6,57.14,53.99,wheat,4276.11
35.17,67.14,33.84,7.17,31.69,56.6,84.52,blackgram,1070.79
22.51,59.0,25.78,6.77,24.61,53.26,167.34,kidneybeans,1843.09
90.44,44.87,45.66,6.77,38.36,36.59,122.46,pomegranate,15063.96
89.13,25.29,37.19,7.43,21.27,79.1,245.98,coffee,1319.2
15.33,56.09,21.37,6.86,31.24,46.5,147.57,mungbean,1031.71
21.65,21.27,39.38,7.39,25.37,53.21,177.91,mango,11122.35
4.0,145.0,206.69,6.06,24.09,54.81,102.0,apple,16658.8
42.42,61.37,20.02,6.87,31.61,61.17,70.47,blackgram,1108.08
118.74,21.2,64.32,7.23,33.51,66.78,63.62,watermelon,29557.06
29.92,71.03,34.99,6.83,29.97,58.35,134.79,mungbean,1008.32
2.57,126.65,209.23,5.51,7.68,54.63,157.04,apple,15531.37
87.86,22.64,43.63,6.22,27.86,79.97,224.85,coffee,1111.79
23.87,28.39,34.84,6.85,30.73,69.81,197.57,mango,12096.93
16.55,67.7,31.47,5.9,23.7,53.4,128.48,kidneybeans,1766.56
41.32,57.95,30.17,6.73,23.44,61.14,188.39,blackgram,1135.66
116.98,54.55,54.16,7.12,30.03,58.43,71.31,pomegranate,18161.59
33.22,75.35,80.21,7.7,16.31,21.07,74.59,chickpea,1356.18
41.77,70.91,28.01,6.79,33.02,50.22,150.18,blackgram,1115.6
52.9,65.46,54.77,6.58,34.62,89.19,200.07,papaya,45808.1
90.71,10.53,59.26,6.98,30.5,78.02,68.16,muskmelon,15178.64
97.03,14.25,63.71,6.34,39.16,76.49,61.56,watermelon,30553.54
45.53,69.95,49.17,6.31,26.68,93.88,235.71,papaya,42209.04
25.16,75.47,25.16,6.02,26.3,64.42,121.06,pigeonpeas,1363.0
21.62,55.26,26.28,7.01,29.3,55.17,123.5,mungbean,1138.49
29.03,57.41,21.57,6.12,13.94,42.1,45.27,lentil,1585.9
15.05,58.26,22.78,7.15,23.81,45.12,60.53,lentil,1536.6
47.49,56.0,27.01,6.1,31.04,68.72,178.04,blackgram,1103.77
26.15,68.23,28.35,6.47,24.59,64.2,179.18,kidneybeans,1815.02
110.08,22.0,40.5,7.05,26.86,85.34,276.67,coffee,1282.32
18.51,140.49,205.6,5.55,23.25,52.6,194.69,apple,16834.44
112.5,56.65,63.93,6.99,39.78,55.27,55.68,pomegranate,17447.88
111.09,49.79,59.71,6.2,34.67,83.23,269.05,rice,5127.64
114.65,67.25,218.25,5.97,34.64,75.48,223.84,banana,33534.01
26.59,64.86,32.33,6.67,30.91,58.91,136.93,pigeonpeas,1260.58
128.25,43.52,18.51,6.61,27.45,65.98,88.13,cotton,2836.85
44.86,77.54,81.97,7.06,28.35,31.36,86.81,chickpea,1348.33
99.95,16.32,56.15,6.57,36.41,73.12,72.98,muskmelon,19083.2
109.64,34.43,28.51,6.21,24.73,75.4,247.15,coffee,1239.79
106.4,70.32,243.18,5.72,25.67,91.32,100.82,banana,36594.6
20.05,53.02,39.43,6.33,29.09,56.21,147.8,grapes,17196.31
103.94,55.48,40.84,5.61,30.57,57.12,117.22,pomegranate,18971.61
104.87,22.86,40.51,6.29,23.4,79.53,213.8,coffee,1254.62
103.27,68.4,67.44,6.31,37.0,37.24,57.03,pomegranate,18000.45
109.15,10.06,61.66,6.16,35.43,61.6,83.22,watermelon,31075.19
130.48,63.96,40.57,7.06,24.22,42.29,82.62,wheat,4026.24
28.0,62.29,30.52,6.62,30.43,54.67,65.45,mungbean,1081.15
18.77,17.57,12.34,6.3,10.68,89.38,80.68,orange,22432.4
1.36,2.02,48.03,6.39,34.81,71.0,122.15,coconut,11055.6
117.2,47.7,15.82,7.51,23.26,51.29,79.52,cotton,2764.46
1.02,134.43,198.34,5.65,1.5,65.82,125.95,apple,16535.11
18.98,58.63,20.59,4.1,33.92,27.36,31.22,mothbeans,912.87
27.41,56.13,23.07,5.62,15.38,68.38,171.69,kidneybeans,1693.22
111.57,19.32,63.34,6.35,25.53,69.91,37.39,watermelon,32239.27
28.98,51.36,44.68,6.28,25.0,51.07,190.59,grapes,16620.97
109.17,24.02,27.56,7.3,23.84,85.43,264.86,coffee,1249.54
82.77,66.6,91.29,6.7,29.63,83.1,238.46,banana,33421.21
20.48,59.54,19.42,6.3,34.59,55.77,82.05,mungbean,1110.96
106.05,30.98,41.67,7.2,19.7,72.41,162.33,coffee,1336.93
17.17,6.09,39.79,5.79,32.5,72.38,137.79,coconut,12687.72
22.04,69.87,24.39,7.4,19.14,50.25,73.3,lentil,1653.73
21.44,76.01,31.53,5.57,29.53,55.57,144.05,pigeonpeas,1321.1
100.63,61.15,50.02,7.24,18.18,55.5,119.67,wheat,4123.98
15.51,57.55,21.71,5.16,28.66,32.8,39.52,mothbeans,867.21
108.63,14.95,54.62,7.17,28.31,65.9,31.28,watermelon,32150.24
41.47,58.11,31.75,7.35,25.8,53.29,123.25,blackgram,1089.32
33.42,74.99,20.95,7.24,24.76,65.65,181.96,blackgram,1020.16
26.85,64.81,26.95,5.08,27.77,44.47,54.16,mothbeans,914.74
128.67,59.33,42.23,7.28,18.58,45.35,140.01,wheat,4120.14
127.6,35.38,24.46,6.59,23.84,55.17,74.82,cotton,2675.59
47.71,64.24,23.4,6.06,27.45,60.01,122.82,blackgram,1082.97
17.16,8.52,33.15,6.19,28.2,86.3,225.51,coconut,10379.55
33.94,64.35,82.12,7.56,20.47,35.65,63.74,chickpea,1348.4
95.39,29.56,47.27,7.5,35.52,70.73,53.78,watermelon,27390.41
46.46,71.13,19.36,7.33,34.47,50.87,193.54,blackgram,1029.91
17.4,121.44,202.64,6.86,19.41,53.47,174.05,apple,16662.6
27.46,57.12,27.86,6.42,27.15,52.31,71.15,mungbean,1127.57
15.23,64.65,18.94,7.03,26.14,44.34,101.4,mungbean,1089.07
19.13,64.68,30.28,6.22,32.46,36.68,76.98,mothbeans,858.81
8.64,16.78,10.28,7.38,11.26,83.01,191.48,orange,22394.13
45.44,66.67,60.66,6.49,28.02,91.32,277.57,papaya,44824.77
102.76,54.57,19.94,7.07,23.28,70.11,60.1,cotton,2503.71
54.73,60.08,56.83,6.91,33.74,72.03,226.58,papaya,45774.59
1.32,128.21,209.31,6.09,18.61,78.08,134.17,apple,15873.38
56.86,65.06,58.65,6.6,31.96,75.66,188.97,papaya,45568.35
102.17,52.44,52.21,6.44,22.03,88.87,251.21,rice,5261.94
109.08,57.63,36.61,5.63,30.83,62.84,70.46,maize,6197.35
111.35,49.02,16.65,7.71,24.68,49.89,147.74,cotton,2523.32
16.61,59.6,24.93,5.99,25.39,63.57,157.83,kidneybeans,1792.66
80.06,64.71,73.69,6.51,26.45,86.71,125.29,banana,33007.77
44.29,69.55,82.64,7.11,26.59,24.75,68.9,chickpea,1411.83
10.38,13.92,5.25,7.3,19.84,85.86,195.65,orange,21107.82
111.17,61.65,46.71,7.41,25.79,53.4,132.32,pomegranate,17062.36
84.49,77.92,110.44,5.73,34.82,77.06,111.94,banana,34040.24
90.58,56.93,43.59,6.12,26.75,79.91,256.54,rice,5050.84
100.17,53.21,33.16,6.27,18.05,66.85,67.6,maize,6688.77
111.14,43.89,49.33,5.57,22.31,88.66,261.71,rice,5048.57
2.44,139.34,208.69,6.31,24.1,67.94,167.26,apple,16167.6
120.46,59.01,50.03,6.7,15.16,46.54,77.81,wheat,4371.91
97.49,56.65,54.01,5.97,32.48,91.1,208.12,rice,5168.28
31.58,78.93,78.52,6.7,20.34,29.47,96.15,chickpea,1252.11
117.71,60.25,66.32,6.51,26.86,52.74,101.13,pomegranate,16782.43
11.66,11.41,16.75,6.63,20.72,66.47,165.2,orange,22488.47
17.95,73.65,30.57,5.85,16.34,68.98,111.22,kidneybeans,1690.81
113.39,50.33,63.56,6.86,33.62,59.81,89.93,pomegranate,16455.55
112.98,58.51,44.03,6.89,20.27,93.5,292.79,rice,4836.13
14.63,4.68,48.79,5.85,29.44,82.36,110.92,coconut,12198.89
24.64,59.54,27.52,5.88,21.86,53.43,194.12,kidneybeans,1859.42
105.59,69.02,108.54,5.81,32.46,87.84,156.19,banana,35715.83
105.82,11.27,45.54,7.12,38.48,68.11,56.02,watermelon,30688.06
26.45,61.38,33.06,7.91,12.45,48.58,34.23,lentil,1632.8
90.93,16.29,53.37,7.29,39.5,79.35,85.92,watermelon,31619.94
22.89,49.44,34.37,6.15,19.65,53.14,142.24,grapes,16780.31
114.86,56.19,69.72,7.16,27.07,49.78,99.37,pomegranate,16742.03
20.44,52.93,31.6,4.13,31.15,31.27,35.21,mothbeans,961.19
116.22,22.77,31.67,7.15,17.93,72.83,265.69,coffee,1160.13
20.0,67.86,20.41,6.38,20.68,50.65,69.93,lentil,1546.64
116.56,43.08,66.04,6.73,25.48,37.71,53.87,pomegranate,15255.71
119.54,42.34,23.53,6.67,38.13,56.53,119.72,cotton,2874.52
24.79,62.19,26.66,6.89,25.98,53.62,161.81,pigeonpeas,1385.35
21.74,52.64,43.2,6.34,23.01,60.47,118.92,grapes,17852.96
116.6,23.99,60.29,6.43,38.97,76.38,28.68,muskmelon,16899.7
66.73,53.07,52.59,7.1,35.2,76.56,334.23,jute,3303.54
28.37,57.9,33.72,6.07,20.8,50.64,45.51,lentil,1569.27
17.87,74.85,34.02,6.55,27.6,56.11,98.03,mungbean,1082.61
115.99,23.25,48.08,6.08,39.58,65.19,46.57,watermelon,30992.75
28.53,60.8,32.71,7.16,33.47,51.4,124.99,mungbean,1136.41
100.14,45.97,64.48,6.96,27.5,37.07,52.19,pomegranate,16045.13
65.37,47.84,42.09,6.82,25.47,70.63,208.88,jute,2850.51
19.55,66.1,30.91,7.87,18.19,45.06,39.43,lentil,1603.99
6.12,122.71,196.33,5.97,16.65,68.41,155.95,apple,15474.82
42.32,60.74,62.03,6.52,25.68,70.78,279.07,papaya,43848.08
22.03,65.01,33.06,6.53,28.5,56.28,91.46,pigeonpeas,1373.49
4.94,145.51,200.09,6.8,23.2,55.16,175.43,apple,18099.01
44.41,59.25,24.54,7.45,22.25,64.29,197.24,blackgram,1058.4
21.28,64.82,33.78,6.22,21.18,67.73,181.78,kidneybeans,1963.7
62.38,45.68,44.74,6.08,26.87,71.48,255.47,jute,2985.65
105.56,57.2,58.66,5.81,27.93,91.66,195.48,rice,5024.46
95.51,52.82,40.21,5.81,27.88,78.28,174.89,rice,5142.15
26.78,56.35,27.61,6.58,26.65,28.21,60.69,mothbeans,943.56
24.46,54.37,47.43,6.27,28.69,74.34,111.56,grapes,17180.64
99.03,23.93,47.36,5.84,35.96,79.48,65.15,watermelon,31030.62
41.5,50.03,63.57,6.47,31.92,80.41,299.59,papaya,41832.31
105.29,47.86,58.44,5.98,30.89,84.22,248.99,rice,4952.83
27.07,78.55,20.6,6.51,33.77,50.25,92.13,pigeonpeas,1212.28
28.52,70.19,19.53,6.9,34.87,47.47,139.34,mungbean,1071.37
132.38,36.07,27.56,6.81,23.11,74.21,129.36,cotton,2356.53
103.16,53.41,28.85,7.48,38.02,40.58,131.63,cotton,2281.82
35.89,70.69,31.83,6.74,23.14,65.72,122.97,blackgram,1091.53
57.92,54.39,58.71,6.86,26.01,86.29,190.8,papaya,45478.07
34.12,21.79,32.18,7.26,26.61,54.11,158.96,mango,11389.42
115.28,48.38,26.64,7.26,26.47,72.98,131.64,cotton,2794.06
31.17,53.64,32.4,6.5,21.88,70.09,64.37,grapes,16050.05
137.32,35.31,23.46,7.31,37.18,63.57,156.36,cotton,2526.86
81.89,68.29,58.53,6.82,31.5,91.87,188.88,banana,33722.13
48.28,78.14,75.96,7.68,23.04,40.57,68.39,chickpea,1256.8
21.3,52.84,33.16,5.38,33.94,39.53,47.56,mothbeans,962.74
51.23,67.62,50.87,6.18,25.02,94.53,227.52,papaya,45381.16
102.4,61.8,48.68,6.88,15.48,57.43,109.43,wheat,4051.14
24.56,41.44,38.46,6.37,15.69,63.92,129.47,grapes,19259.59
43.87,60.76,26.19,6.3,32.77,68.51,122.43,blackgram,1156.96
16.68,129.88,203.52,6.75,1.25,70.4,114.86,apple,17188.03
55.48,68.33,61.8,6.94,30.48,89.08,200.51,papaya,43478.23
82.85,64.4,33.69,5.86,18.24,58.36,81.39,maize,5895.88
19.67,1.14,47.19,6.9,28.74,79.12,102.38,coconut,10275.29
90.83,54.2,59.6,6.42,20.82,87.33,156.35,rice,4913.62
97.27,53.86,31.05,5.58,25.47,55.35,188.34,maize,6705.66
136.01,64.51,36.37,7.04,19.47,58.93,132.82,wheat,3891.15
89.05,73.28,185.76,5.82,25.09,76.49,100.09,banana,36229.64
21.02,65.99,18.06,5.97,30.06,52.84,171.05,pigeonpeas,1346.56
45.13,67.83,55.69,6.84,30.82,90.17,232.7,papaya,46823.76
39.21,55.92,27.34,7.0,23.42,55.11,163.75,blackgram,1125.43
8.24,14.0,14.76,7.16,19.78,80.5,142.49,orange,21624.46
119.92,10.09,61.85,6.62,39.32,63.45,55.26,watermelon,27506.82
18.82,123.79,207.24,6.51,9.27,77.68,186.01,apple,15276.89
108.92,75.21,96.86,6.6,29.06,76.19,178.96,banana,35301.77
13.33,126.0,201.53,5.77,19.47,57.41,162.27,apple,17073.51
20.5,64.9,21.25,7.2,21.54,40.39,59.34,lentil,1705.32
24.52,59.93,34.28,6.17,22.28,40.58,68.4,lentil,1614.5
25.33,57.69,29.35,6.2,24.18,53.75,51.16,lentil,1675.58
21.55,66.97,34.32,6.96,31.46,54.88,124.74,mungbean,1148.39
28.33,73.83,21.22,6.59,31.87,40.9,124.53,mungbean,1056.52
11.1,5.74,42.7,7.34,29.49,67.06,138.05,coconut,13540.15
39.81,36.66,38.88,6.59,30.54,49.67,181.07,mango,10861.5
26.11,57.47,30.71,7.06,15.92,47.59,43.34,lentil,1618.23
112.25,42.65,32.29,6.99,30.77,54.75,68.63,maize,6105.86
108.05,18.15,63.94,6.49,32.53,71.91,61.75,muskmelon,18062.39
60.86,51.72,46.06,7.45,32.66,90.67,259.73,jute,3132.78
52.46,58.11,45.26,6.19,33.44,85.42,236.72,papaya,45484.89
25.39,33.04,37.25,5.74,36.76,48.25,116.17,mango,12461.93
2.25,127.54,209.75,6.71,20.96,65.29,166.18,apple,15710.4
28.71,69.36,27.61,6.63,34.88,54.73,132.66,mungbean,1090.75
83.44,44.77,29.11,7.36,27.55,59.69,196.97,maize,5909.08
5.27,133.89,197.05,6.08,5.01,76.91,152.24,apple,18128.36
108.94,58.72,33.32,5.91,33.52,68.83,152.09,maize,6435.83
101.93,43.21,29.4,7.48,23.23,64.07,87.46,cotton,2387.43
18.75,70.11,25.01,6.76,34.45,40.93,100.47,mungbean,1111.1
18.58,50.18,37.07,6.95,13.77,74.66,129.14,grapes,16712.47
115.53,56.91,45.68,7.16,15.68,54.69,146.62,wheat,4275.54
24.43,53.8,32.65,4.42,31.01,29.98,61.82,mothbeans,924.07
119.19,79.29,54.48,6.25,29.01,80.08,295.57,banana,29976.09
7.18,9.52,18.76,6.33,16.89,82.05,118.54,orange,21822.87
43.82,72.89,75.5,6.39,18.21,24.95,66.66,chickpea,1365.54
106.27,38.02,35.1,7.11,17.58,76.82,193.69,coffee,1362.55
33.96,76.12,86.7,6.86,29.5,44.49,39.05,chickpea,1349.53
17.83,57.19,21.34,6.28,34.8,42.46,78.08,mungbean,1064.3
12.02,149.05,203.38,5.92,19.5,79.57,190.75,apple,18003.65
109.48,22.58,61.72,6.2,33.35,60.77,64.29,muskmelon,18705.31
3.35,124.42,204.34,6.11,1.66,52.47,195.04,apple,16610.62
97.91,11.97,63.71,6.35,38.93,63.68,21.27,muskmelon,17754.66
